Id,LotFrontage,LotArea,Street,Alley,Utilities,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior1st,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,TotalBsmtSF,Heating,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageArea,GarageCond,PavedDrive,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
82,32,4500,Pave,NA,AllPub,FR2,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,Hip,CompShg,VinylSd,443,TA,Gd,PConc,Ex,Gd,1237,GasA,1337,0,0,1337,2,2,1,TA,5,Typ,0,Attchd,405,TA,Y,0,NA,NA,NA,0,3,2006,WD,Normal,153500
83,78,10206,Pave,NA,AllPub,Inside,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,Gable,CompShg,VinylSd,468,TA,TA,PConc,Gd,TA,1563,GasA,1563,0,0,1563,2,3,1,Gd,6,Typ,1,Attchd,758,TA,Y,0,NA,NA,NA,0,10,2008,WD,Normal,245000
84,80,8892,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,Gable,CompShg,MetalSd,66,TA,TA,CBlock,TA,TA,1065,GasA,1065,0,0,1065,1,3,1,TA,6,Typ,0,Detchd,461,TA,Y,0,NA,NA,NA,0,7,2007,COD,Normal,126500
85,NA,8530,Pave,NA,AllPub,Inside,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1995,Gable,CompShg,HdBoard,22,TA,TA,PConc,Gd,TA,384,GasA,804,670,0,1474,2,3,1,TA,7,Typ,1,BuiltIn,400,TA,Y,0,NA,NA,Shed,700,5,2009,WD,Normal,168500
86,121,16059,Pave,NA,AllPub,Corner,NoRidge,Norm,Norm,1Fam,2Story,8,5,1991,Hip,CompShg,HdBoard,284,Gd,TA,CBlock,Gd,TA,1288,GasA,1301,1116,0,2417,2,4,1,Gd,9,Typ,1,Attchd,462,TA,Y,0,NA,NA,NA,0,4,2006,WD,Normal,260000
87,122,11911,Pave,NA,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,Gable,CompShg,VinylSd,0,Gd,TA,PConc,Gd,TA,684,GasA,684,876,0,1560,2,3,1,Gd,6,Typ,1,BuiltIn,400,TA,Y,0,NA,NA,NA,0,3,2009,WD,Normal,174000
88,40,3951,Pave,Pave,AllPub,Corner,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,Gable,CompShg,VinylSd,76,Gd,TA,PConc,Gd,TA,612,GasA,612,612,0,1224,2,2,1,Gd,4,Typ,0,Detchd,528,TA,Y,0,NA,NA,NA,0,6,2009,New,Partial,164500
89,105,8470,Pave,NA,AllPub,Corner,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,2,1915,Hip,CompShg,Plywood,0,Fa,Fa,CBlock,TA,Fa,1013,GasA,1013,0,513,1526,1,2,1,Fa,6,Typ,0,NA,0,NA,N,0,NA,MnPrv,NA,0,10,2009,ConLD,Abnorml,85000
90,60,8070,Pave,NA,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,4,5,1994,Gable,CompShg,VinylSd,0,TA,TA,PConc,Gd,TA,990,GasA,990,0,0,990,1,3,1,TA,5,Typ,0,NA,0,NA,Y,0,NA,NA,NA,0,8,2007,WD,Normal,123600
91,60,7200,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,4,5,1950,Gable,CompShg,BrkFace,0,TA,TA,Slab,NA,NA,0,GasA,1040,0,0,1040,1,2,1,TA,4,Typ,0,Detchd,420,TA,Y,0,NA,NA,NA,0,7,2006,WD,Normal,109900
92,85,8500,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,3,1961,Hip,CompShg,HdBoard,203,TA,TA,CBlock,TA,TA,1235,GasA,1235,0,0,1235,1,2,1,TA,6,Typ,0,Attchd,480,TA,Y,0,NA,GdWo,NA,0,12,2006,WD,Abnorml,98600
93,80,13360,Pave,Grvl,AllPub,Inside,Crawfor,Norm,Norm,1Fam,1Story,5,7,1921,Gable,CompShg,Wd Sdng,0,TA,Gd,BrkTil,Gd,TA,876,GasA,964,0,0,964,1,2,1,TA,5,Typ,0,Detchd,432,TA,Y,0,NA,NA,NA,0,8,2009,WD,Normal,163500
94,60,7200,Pave,NA,AllPub,Corner,OldTown,Norm,Norm,2fmCon,2.5Unf,6,6,1910,Hip,CompShg,MetalSd,0,TA,TA,BrkTil,TA,Fa,1214,GasW,1260,1031,0,2291,2,4,2,TA,9,Typ,1,Detchd,506,TA,Y,0,NA,NA,NA,0,11,2007,WD,Normal,133900
95,69,9337,Pave,NA,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,Gable,CompShg,VinylSd,0,TA,Gd,PConc,Gd,TA,824,GasA,905,881,0,1786,2,3,1,Gd,7,Typ,0,Attchd,684,TA,Y,0,NA,NA,NA,0,5,2007,WD,Normal,204750
96,NA,9765,Pave,NA,AllPub,Corner,Gilbert,Norm,Norm,1Fam,2Story,6,8,1993,Gable,CompShg,VinylSd,68,Ex,Gd,PConc,Gd,Gd,680,GasA,680,790,0,1470,2,3,1,TA,6,Typ,1,BuiltIn,420,TA,Y,0,NA,NA,Shed,480,4,2009,WD,Normal,185000
97,78,10264,Pave,NA,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,Gable,CompShg,VinylSd,183,Gd,TA,PConc,Gd,TA,1588,GasA,1588,0,0,1588,2,3,1,Gd,6,Typ,0,Attchd,472,TA,Y,0,NA,NA,NA,0,8,2006,WD,Normal,214000
98,73,10921,Pave,NA,AllPub,Inside,Edwards,Norm,Norm,1Fam,1Story,4,5,1965,Hip,CompShg,HdBoard,48,TA,TA,CBlock,TA,TA,960,GasA,960,0,0,960,1,3,1,TA,6,Typ,0,Attchd,432,TA,P,0,NA,NA,NA,0,5,2007,WD,Normal,94750
99,85,10625,Pave,NA,AllPub,Corner,Edwards,Norm,Norm,1Fam,1Story,5,5,1920,Gable,CompShg,Wd Sdng,0,TA,TA,BrkTil,TA,TA,458,GasA,835,0,0,835,1,2,1,TA,5,Typ,0,Basment,366,TA,Y,0,NA,NA,Shed,400,5,2010,COD,Abnorml,83000
100,77,9320,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,4,5,1959,Gable,CompShg,Plywood,0,TA,TA,CBlock,TA,TA,950,GasA,1225,0,0,1225,1,3,1,TA,6,Typ,0,NA,0,NA,Y,0,NA,NA,Shed,400,1,2010,WD,Normal,128950
101,NA,10603,Pave,NA,AllPub,Inside,NWAmes,Norm,Norm,1Fam,1Story,6,7,1977,Gable,CompShg,Plywood,28,TA,TA,PConc,TA,TA,1610,GasA,1610,0,0,1610,2,3,1,Gd,6,Typ,2,Attchd,480,TA,Y,0,NA,NA,NA,0,2,2010,WD,Normal,205000
102,77,9206,Pave,NA,AllPub,Inside,SawyerW,Norm,Norm,1Fam,2Story,6,5,1985,Gable,CompShg,HdBoard,336,Gd,TA,CBlock,Gd,TA,741,GasA,977,755,0,1732,2,3,1,Gd,7,Typ,1,Attchd,476,TA,Y,0,NA,NA,NA,0,6,2010,WD,Normal,178000
103,64,7018,Pave,NA,AllPub,Inside,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,Gable,CompShg,HdBoard,0,TA,Fa,Slab,NA,NA,0,GasA,1535,0,0,1535,2,4,2,TA,8,Typ,0,Attchd,410,TA,Y,0,NA,NA,NA,0,6,2009,WD,Alloca,118964
104,94,10402,Pave,NA,AllPub,Corner,CollgCr,Norm,Norm,1Fam,1Story,7,5,2009,Gable,CompShg,VinylSd,0,TA,TA,PConc,Gd,TA,1226,GasA,1226,0,0,1226,2,3,1,Gd,6,Typ,0,Attchd,740,TA,Y,0,NA,NA,NA,0,5,2010,WD,Normal,198900
105,NA,7758,Pave,NA,AllPub,Corner,IDOTRR,Norm,Norm,1Fam,1.5Fin,7,4,1931,Gable,CompShg,Stucco,600,TA,Fa,PConc,TA,TA,1040,GasA,1226,592,0,1818,1,4,1,TA,7,Typ,2,Detchd,240,TA,Y,0,NA,NA,NA,0,6,2007,WD,Normal,169500
106,75,9375,Pave,NA,AllPub,Inside,Somerst,Norm,Norm,1Fam,2Story,8,5,2003,Hip,CompShg,VinylSd,768,Gd,TA,PConc,Ex,TA,1053,GasA,1053,939,0,1992,2,3,1,Gd,9,Typ,1,Attchd,648,TA,Y,0,NA,NA,NA,0,8,2008,WD,Normal,250000
107,60,10800,Pave,Grvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,1Story,4,7,1885,Mansard,CompShg,VinylSd,0,TA,TA,BrkTil,Fa,TA,641,GasA,1047,0,0,1047,1,2,1,TA,6,Typ,0,Detchd,273,Fa,N,0,NA,NA,Shed,450,8,2007,WD,Normal,100000
108,50,6000,Pave,NA,AllPub,Inside,OldTown,Norm,Norm,1Fam,1Story,5,5,1948,Gable,CompShg,VinylSd,0,TA,TA,CBlock,TA,TA,789,GasA,789,0,0,789,1,2,1,TA,5,Typ,0,Detchd,250,TA,Y,0,NA,NA,NA,0,4,2008,WD,Partial,115000
109,85,8500,Pave,NA,AllPub,Corner,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,7,1919,Gable,CompShg,CemntBd,0,TA,TA,CBlock,TA,TA,793,GasW,997,520,0,1517,2,3,1,Fa,7,Typ,0,NA,0,NA,N,0,NA,NA,NA,0,8,2007,WD,Normal,115000
110,105,11751,Pave,NA,AllPub,Inside,NWAmes,Norm,Norm,1Fam,1Story,6,6,1977,Hip,CompShg,Plywood,480,TA,TA,CBlock,Gd,TA,1844,GasA,1844,0,0,1844,2,3,1,TA,7,Typ,1,Attchd,546,TA,Y,0,NA,MnPrv,NA,0,1,2010,COD,Normal,190000
111,75,9525,Pave,NA,AllPub,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,1954,Gable,CompShg,Wd Sdng,0,TA,TA,CBlock,TA,Fa,994,GasA,1216,639,0,1855,2,4,1,TA,7,Typ,0,Attchd,325,TA,Y,0,NA,NA,NA,0,10,2006,WD,Normal,136900
112,NA,7750,Pave,NA,AllPub,Inside,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2000,Gable,CompShg,VinylSd,0,TA,TA,PConc,Gd,TA,384,GasA,774,656,0,1430,2,3,1,TA,7,Typ,1,BuiltIn,400,TA,Y,0,NA,NA,NA,0,4,2010,WD,Normal,180000
113,77,9965,Pave,NA,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,5,2007,Gable,CompShg,VinylSd,220,Gd,TA,PConc,Ex,TA,1264,GasA,1282,1414,0,2696,2,4,1,Ex,10,Typ,1,BuiltIn,792,TA,Y,0,NA,NA,NA,0,10,2007,New,Partial,383970
114,NA,21000,Pave,NA,AllPub,Corner,Crawfor,Norm,Norm,1Fam,1Story,6,5,1953,Hip,CompShg,Wd Sdng,184,TA,Gd,CBlock,Gd,TA,1809,GasA,2259,0,0,2259,2,3,1,Gd,7,Typ,2,Basment,450,TA,Y,0,NA,MnPrv,NA,0,10,2007,COD,Abnorml,217000
115,61,7259,Pave,NA,AllPub,Inside,Crawfor,Norm,Norm,1Fam,2Story,6,8,1945,Gambrel,CompShg,Wd Sdng,0,TA,TA,CBlock,TA,TA,1028,GasA,1436,884,0,2320,2,3,1,Gd,9,Typ,1,Detchd,180,TA,Y,0,NA,MnPrv,NA,0,7,2007,WD,Normal,259500
116,34,3230,Pave,Pave,AllPub,Corner,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,Gable,CompShg,MetalSd,1129,TA,TA,PConc,Gd,TA,729,GasA,729,729,0,1458,2,2,1,TA,5,Typ,1,Detchd,440,TA,Y,0,NA,NA,NA,0,6,2007,WD,Normal,176000
117,NA,11616,Pave,NA,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,5,1962,Gable,CompShg,Wd Sdng,116,TA,TA,CBlock,TA,TA,1092,GasA,1092,0,0,1092,1,3,1,TA,6,Typ,1,Attchd,288,TA,Y,0,NA,NA,NA,0,9,2009,WD,Normal,139000
118,74,8536,Pave,NA,AllPub,Corner,Edwards,Norm,Norm,1Fam,1Story,5,5,2006,Gable,CompShg,VinylSd,0,TA,TA,PConc,Gd,TA,1125,GasA,1125,0,0,1125,1,2,1,TA,5,Typ,0,Attchd,430,TA,Y,0,NA,NA,NA,0,4,2007,New,Partial,155000
119,90,12376,Pave,NA,AllPub,Corner,SawyerW,Norm,Norm,1Fam,2Story,7,5,1990,Hip,CompShg,Plywood,0,TA,TA,PConc,Gd,TA,1673,GasA,1699,1523,0,3222,3,5,1,Gd,11,Typ,2,Attchd,594,TA,Y,0,NA,NA,NA,0,5,2010,WD,Normal,320000
120,65,8461,Pave,NA,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,Gable,CompShg,VinylSd,0,Gd,TA,PConc,Gd,TA,728,GasA,728,728,0,1456,2,3,1,Gd,8,Typ,1,Attchd,390,TA,Y,0,NA,NA,NA,0,7,2006,New,Partial,163990
121,NA,21453,Pave,NA,AllPub,CulDSac,ClearCr,Norm,Norm,1Fam,SLvl,6,5,1969,Flat,Metal,Plywood,0,TA,TA,CBlock,TA,TA,938,GasA,988,0,0,988,1,1,1,TA,4,Typ,2,Attchd,540,TA,Y,0,NA,NA,NA,0,10,2006,WD,Normal,180000
122,50,6060,Pave,NA,AllPub,Inside,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,1939,Gable,CompShg,AsbShng,0,TA,TA,PConc,TA,TA,732,GasA,772,351,0,1123,1,3,1,TA,4,Typ,0,Detchd,264,TA,P,0,NA,MnPrv,NA,0,6,2007,WD,Normal,100000
123,75,9464,Pave,NA,AllPub,Corner,NAmes,Norm,Norm,1Fam,1Story,6,7,1958,Hip,CompShg,MetalSd,135,TA,Gd,CBlock,TA,TA,1080,GasA,1080,0,0,1080,1,3,1,TA,5,Typ,0,Attchd,288,TA,Y,0,NA,NA,NA,0,6,2008,WD,Normal,136000
124,55,7892,Pave,NA,AllPub,Inside,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1993,Gable,CompShg,Plywood,0,Gd,TA,PConc,Gd,TA,1199,GasA,1199,0,0,1199,2,2,1,Gd,5,Typ,0,Attchd,530,TA,Y,0,NA,NA,NA,0,3,2008,WD,Normal,153900
125,48,17043,Pave,NA,AllPub,CulDSac,NWAmes,Norm,Norm,1Fam,1Story,6,5,1979,Gable,CompShg,HdBoard,0,TA,Gd,CBlock,Gd,Fa,1362,GasA,1586,0,0,1586,2,3,1,TA,7,Typ,1,Attchd,435,TA,Y,0,NA,NA,NA,0,1,2009,WD,Normal,181000
126,60,6780,Pave,NA,AllPub,Inside,IDOTRR,Norm,Norm,2fmCon,1.5Fin,6,8,1935,Gable,CompShg,Wd Sdng,0,TA,Fa,CBlock,TA,TA,520,GasA,520,0,234,754,1,2,1,TA,5,Typ,0,NA,0,NA,N,0,NA,NA,NA,0,6,2006,WD,Normal,84500
127,NA,4928,Pave,NA,AllPub,Inside,NPkVill,Norm,Norm,TwnhsE,1Story,6,5,1976,Gable,CompShg,Plywood,0,TA,TA,CBlock,Gd,TA,1078,GasA,958,0,0,958,2,2,1,TA,5,Typ,1,Attchd,440,TA,Y,0,NA,NA,NA,0,2,2007,WD,Normal,128000
128,55,4388,Pave,NA,AllPub,Inside,OldTown,Feedr,Norm,1Fam,1.5Unf,5,7,1930,Gable,CompShg,WdShing,0,TA,Gd,BrkTil,TA,TA,672,GasA,840,0,0,840,1,3,1,TA,5,Typ,1,NA,0,NA,N,0,NA,NA,NA,0,6,2007,WD,Normal,87000
129,69,7590,Pave,NA,AllPub,Inside,NAmes,PosN,Norm,1Fam,2Story,6,5,1966,Gable,CompShg,VinylSd,266,TA,TA,CBlock,TA,TA,660,GasA,660,688,0,1348,1,3,1,TA,6,Typ,1,Attchd,453,TA,Y,0,NA,NA,NA,0,7,2006,WD,Normal,155000
130,69,8973,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,7,1958,Gable,CompShg,Plywood,85,TA,TA,CBlock,TA,TA,1008,GasA,1053,0,0,1053,1,3,1,Ex,6,Typ,0,2Types,750,TA,Y,0,NA,MnWw,NA,0,7,2006,WD,Abnorml,150000
131,88,14200,Pave,NA,AllPub,Corner,NAmes,Norm,Norm,1Fam,2Story,7,6,1966,Gable,CompShg,MetalSd,309,TA,TA,CBlock,TA,TA,924,GasA,1216,941,0,2157,2,4,1,Gd,8,Typ,2,Attchd,487,TA,Y,0,NA,GdPrv,NA,0,5,2006,WD,Normal,226000
132,NA,12224,Pave,NA,AllPub,Corner,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,Gable,CompShg,VinylSd,40,Gd,TA,PConc,Gd,TA,992,GasA,1022,1032,0,2054,2,3,1,Gd,7,Typ,1,BuiltIn,390,TA,Y,0,NA,NA,NA,0,7,2009,WD,Normal,244000
133,75,7388,Pave,NA,AllPub,Corner,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,Gable,CompShg,MetalSd,0,TA,TA,CBlock,TA,TA,1063,GasA,1327,0,0,1327,1,3,1,Gd,7,Typ,0,Detchd,624,TA,Y,0,NA,NA,NA,0,7,2007,WD,Normal,150750
134,NA,6853,Pave,NA,AllPub,Inside,Timber,Norm,Norm,1Fam,1Story,8,5,2001,Gable,CompShg,VinylSd,136,Gd,TA,PConc,Ex,TA,1267,GasA,1296,0,0,1296,2,2,1,Gd,6,Typ,0,Attchd,471,TA,Y,0,NA,NA,NA,0,6,2009,WD,Normal,220000
135,78,10335,Pave,NA,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,6,1968,Gable,CompShg,Plywood,0,TA,TA,CBlock,TA,TA,1461,GasA,1721,0,0,1721,2,3,1,TA,7,Min1,1,Attchd,440,TA,Y,0,NA,MnPrv,NA,0,7,2006,WD,Normal,180000
136,80,10400,Pave,NA,AllPub,Inside,NWAmes,Norm,Norm,1Fam,1Story,7,6,1970,Hip,CompShg,Plywood,288,TA,TA,PConc,TA,TA,1304,GasA,1682,0,0,1682,2,3,1,TA,7,Typ,1,Attchd,530,TA,Y,0,NA,MnPrv,NA,0,5,2008,WD,Normal,174000
137,NA,10355,Pave,NA,AllPub,Corner,NAmes,Norm,Norm,1Fam,1Story,5,5,1967,Gable,CompShg,MetalSd,196,TA,TA,CBlock,TA,TA,1214,GasA,1214,0,0,1214,2,3,1,TA,5,Typ,1,Attchd,318,TA,Y,0,NA,NA,NA,0,7,2007,WD,Normal,143000
138,82,11070,Pave,NA,AllPub,Inside,Mitchel,Norm,Norm,Duplex,1Story,7,5,1988,Gable,CompShg,VinylSd,70,TA,TA,CBlock,TA,TA,1907,GasA,1959,0,0,1959,3,5,2,TA,9,Typ,0,2Types,766,TA,Y,0,NA,NA,NA,0,7,2006,WD,Family,171000
139,73,9066,Pave,NA,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,8,5,1999,Gable,CompShg,VinylSd,320,Gd,TA,PConc,Gd,TA,1004,GasA,1004,848,0,1852,2,3,1,Gd,7,Typ,2,Attchd,660,TA,Y,0,NA,GdPrv,NA,0,12,2008,WD,Normal,230000
140,65,15426,Pave,NA,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,Gable,CompShg,VinylSd,0,TA,TA,PConc,Gd,TA,928,GasA,928,836,0,1764,2,3,1,Gd,7,Typ,0,Attchd,470,TA,Y,0,NA,MnPrv,NA,0,8,2009,WD,Normal,231500
141,70,10500,Pave,NA,AllPub,FR2,NAmes,Norm,Norm,1Fam,1Story,4,5,1971,Gable,CompShg,HdBoard,0,TA,TA,CBlock,TA,TA,864,GasA,864,0,0,864,1,3,1,TA,5,Typ,1,NA,0,NA,Y,0,NA,NA,NA,0,4,2010,ConLI,Normal,115000
142,78,11645,Pave,NA,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,Gable,CompShg,VinylSd,0,Gd,TA,PConc,Gd,TA,1734,GasA,1734,0,0,1734,2,3,1,Gd,7,Typ,0,Attchd,660,TA,Y,0,NA,NA,NA,0,1,2006,WD,Normal,260000
143,71,8520,Pave,NA,AllPub,Corner,NAmes,Artery,Norm,1Fam,1.5Fin,5,4,1952,Gable,CompShg,BrkFace,0,TA,Fa,CBlock,TA,TA,910,GasA,910,475,0,1385,2,4,1,TA,6,Typ,0,Detchd,720,TA,Y,0,NA,MnPrv,NA,0,6,2010,WD,Normal,166000
144,78,10335,Pave,NA,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,Gable,CompShg,VinylSd,183,Gd,TA,PConc,Gd,TA,1490,GasA,1501,0,0,1501,2,3,1,Gd,6,Typ,0,Attchd,577,TA,Y,0,NA,NA,NA,0,6,2009,WD,Normal,204000
145,70,9100,Pave,NA,AllPub,Inside,Sawyer,RRAe,Norm,Duplex,1Story,5,5,1963,Gable,CompShg,HdBoard,336,TA,TA,CBlock,TA,TA,1728,GasA,1728,0,0,1728,2,6,2,TA,10,Typ,0,Detchd,504,TA,Y,0,NA,NA,NA,0,11,2006,ConLI,Abnorml,125000
146,24,2522,Pave,NA,AllPub,Inside,Edwards,Norm,Norm,Twnhs,2Story,6,5,2004,Gable,CompShg,VinylSd,50,Gd,TA,PConc,Gd,TA,970,GasA,970,739,0,1709,2,3,1,Gd,7,Maj1,0,Detchd,380,TA,Y,0,NA,NA,NA,0,4,2006,WD,Normal,130000
147,51,6120,Pave,NA,AllPub,Corner,BrkSide,Norm,Norm,1Fam,1Story,5,7,1931,Gable,CompShg,Wd Sdng,0,TA,TA,BrkTil,TA,TA,715,GasA,875,0,0,875,1,2,1,TA,5,Typ,0,Detchd,180,TA,Y,0,NA,NA,NA,0,11,2009,WD,Normal,105000
148,NA,9505,Pave,NA,AllPub,CulDSac,Gilbert,Norm,Norm,1Fam,2Story,7,5,2001,Gable,CompShg,VinylSd,180,Gd,TA,PConc,Gd,TA,884,GasA,884,1151,0,2035,2,3,1,Gd,8,Typ,1,BuiltIn,434,TA,Y,0,NA,NA,NA,0,5,2010,WD,Normal,222500
149,63,7500,Pave,NA,AllPub,Inside,SawyerW,Norm,Norm,1Fam,1Story,7,5,2004,Gable,CompShg,VinylSd,120,TA,TA,PConc,Gd,TA,1080,GasA,1080,0,0,1080,1,3,1,Gd,6,Typ,0,NA,0,NA,Y,0,NA,NA,NA,0,4,2008,WD,Normal,141000
150,NA,6240,Pave,NA,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,5,4,1936,Gable,CompShg,MetalSd,0,TA,TA,BrkTil,Gd,TA,896,GasA,896,448,0,1344,1,3,1,TA,7,Typ,0,Detchd,240,TA,Y,0,NA,NA,NA,0,4,2006,WD,Normal,115000
151,120,10356,Pave,NA,AllPub,Corner,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,Gable,CompShg,HdBoard,0,TA,TA,CBlock,TA,TA,969,GasA,969,0,0,969,1,3,1,TA,5,Typ,0,Attchd,440,TA,Y,0,NA,MnPrv,NA,0,1,2007,WD,Normal,122000
152,107,13891,Pave,NA,AllPub,Inside,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,Hip,CompShg,VinylSd,436,Gd,TA,PConc,Ex,TA,1710,GasA,1710,0,0,1710,2,2,1,Gd,6,Typ,1,Attchd,866,TA,Y,0,NA,NA,NA,0,1,2008,New,Partial,372402
153,NA,14803,Pave,NA,AllPub,CulDSac,NWAmes,Norm,Norm,1Fam,2Story,6,5,1971,Gable,CompShg,HdBoard,252,TA,TA,CBlock,TA,TA,825,GasA,1097,896,0,1993,2,4,1,TA,8,Typ,1,Attchd,495,TA,Y,0,NA,GdWo,NA,0,6,2006,WD,Normal,190000
154,NA,13500,Pave,NA,AllPub,Inside,ClearCr,Norm,Norm,1Fam,1Story,6,7,1960,Flat,CompShg,BrkFace,0,TA,TA,CBlock,Gd,TA,1602,GasA,1252,0,0,1252,1,1,1,TA,4,Typ,1,Attchd,564,TA,Y,0,NA,NA,NA,0,3,2008,WD,Normal,235000
155,84,11340,Pave,NA,AllPub,Corner,OldTown,Norm,Norm,1Fam,1Story,6,5,1923,Gable,CompShg,Wd Sdng,0,TA,TA,BrkTil,TA,TA,1200,GasA,1200,0,0,1200,1,4,1,TA,7,Typ,0,Detchd,312,Fa,Y,0,NA,NA,NA,0,3,2006,WD,Family,125000
156,60,9600,Pave,NA,AllPub,Corner,Edwards,Artery,Norm,1Fam,1.5Fin,6,5,1924,Gable,CompShg,Wd Sdng,0,TA,TA,BrkTil,TA,TA,572,Grav,572,524,0,1096,1,2,1,TA,5,Typ,0,NA,0,NA,N,0,NA,NA,NA,0,4,2008,WD,Normal,79000
157,60,7200,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,Hip,CompShg,Wd Sdng,0,TA,TA,CBlock,NA,NA,0,GasA,1040,0,0,1040,1,2,1,TA,5,Typ,0,Detchd,625,TA,Y,0,NA,NA,NA,0,6,2006,WD,Normal,109500
158,92,12003,Pave,NA,AllPub,Corner,Timber,Norm,Norm,1Fam,2Story,8,5,2009,Gable,CompShg,VinylSd,84,Gd,TA,PConc,Ex,TA,774,GasA,774,1194,0,1968,2,4,1,Ex,8,Typ,1,BuiltIn,680,TA,Y,0,NA,NA,NA,0,5,2010,New,Partial,269500
159,100,12552,Pave,NA,AllPub,Corner,Somerst,Norm,Norm,1Fam,2Story,7,5,2004,Gable,CompShg,VinylSd,0,Gd,TA,PConc,Gd,TA,991,GasA,991,956,0,1947,2,3,1,Gd,8,Typ,1,Attchd,678,TA,Y,0,NA,GdWo,NA,0,5,2010,WD,Normal,254900
160,134,19378,Pave,NA,AllPub,Corner,Gilbert,Norm,Norm,1Fam,2Story,7,5,2005,Gable,CompShg,VinylSd,456,Gd,TA,PConc,Gd,TA,1392,GasA,1392,1070,0,2462,2,4,1,Gd,9,Typ,1,Attchd,576,TA,Y,0,NA,NA,NA,0,3,2006,New,Partial,320000
161,NA,11120,Pave,NA,AllPub,CulDSac,Veenker,Norm,Norm,1Fam,1Story,6,6,1984,Gable,CompShg,Plywood,0,TA,TA,PConc,Gd,TA,1232,GasA,1232,0,0,1232,2,3,1,TA,6,Typ,0,Attchd,516,TA,Y,0,NA,NA,NA,0,6,2008,WD,Normal,162500
162,110,13688,Pave,NA,AllPub,Inside,NridgHt,Norm,Norm,1Fam,2Story,9,5,2003,Gable,CompShg,VinylSd,664,Gd,TA,PConc,Ex,TA,1572,GasA,1572,1096,0,2668,2,3,1,Ex,10,Typ,2,BuiltIn,726,TA,Y,0,NA,NA,NA,0,3,2008,WD,Normal,412500
163,95,12182,Pave,NA,AllPub,Corner,NridgHt,Norm,Norm,1Fam,1Story,7,5,2005,Gable,CompShg,VinylSd,226,Gd,TA,PConc,Gd,TA,1541,GasA,1541,0,0,1541,2,3,1,Gd,7,Typ,1,Attchd,532,TA,Y,0,NA,NA,NA,0,5,2010,New,Partial,220000
164,55,5500,Pave,NA,AllPub,Inside,OldTown,Norm,Norm,1Fam,1.5Unf,4,6,1956,Gable,CompShg,MetalSd,0,TA,TA,CBlock,TA,TA,882,GasA,882,0,0,882,1,1,1,TA,4,Typ,0,NA,0,NA,Y,0,NA,MnPrv,NA,0,4,2007,WD,Normal,103200
